地區,地名,代號,緯度,經度
屏東縣牡丹鄉,牡丹,C1R34,22.1300,120.7927
高雄市路竹區,路竹,C0V75,22.8550,120.2594
臺南市楠西區,曾文,C0O81,23.2197,120.4973
嘉義縣竹崎鄉,竹崎,C0M70,23.5262,120.5555
南投縣國姓鄉,九份二山,swc02,23.9357967,120.8404083
南投縣竹山鎮,中心崙,C1I20,23.7287,120.7121
彰化縣福興鄉,福興,C0G77,24.0413,120.4377
新竹市香山區,香山,C0D57,24.7469,120.9055
苗栗縣頭份鎮,頭份,C0E73,24.6882,120.9122
嘉義市,嘉義,46748,23.4959,120.4329
苗栗縣竹南鎮,竹南,C0E42,24.7090,120.8889
屏東縣獅子鄉,壽卡,01R00,22.2451716,120.835619
苗栗縣頭屋鄉,明德,C0E55,24.5835,120.8854
高雄市桃源區,復興,C0V21,23.2224,120.8061
屏東縣牡丹鄉,牡丹,01Q86,22.12617209999999,120.7742858
新竹市東區,新竹市東區,C0D66,24.7987,120.9869
屏東縣新園鄉,新園,C0R56,22.5434,120.4616
臺東縣海端鄉,霧鹿,01S43,23.1692316,121.03973
高雄市茂林區,多納(1,O1V55,22.9101129,120.716436
苗栗縣西湖鄉,西湖,C0E81,24.5629,120.7485
嘉義縣新港鄉,新港,C0M79,23.5533,120.3457
宜蘭縣大同鄉,南山,01U08,24.4418906,121.377141
雲林縣土庫鎮,土庫,C0K39,23.6790,120.3956
屏東縣來義鄉,來義,88R46,22.50232515,120.6867268
屏東縣來義鄉,新來義,01Q35,22.508866,120.582351
臺中市大里區,大里,C0F9N,24.0925,120.7014
嘉義縣溪口鄉,溪口(3,01M01,23.604485,120.3960583
臺東縣臺東市,臺東,46766,22.7522,121.1546
高雄市旗山區,圓富國中,O1V82,22.92844699999999,120.501081
屏東縣竹田鄉,竹田,C0R50,22.5849,120.5440
嘉義縣番路鄉,番路,C0M72,23.4647,120.5542
苗栗縣大湖鄉,大湖(1,01E27,24.4277203,120.8689433
高雄市旗山區,旗山,C0V74,22.8886,120.4836
高雄市湖內區,湖內,C0V64,22.8871,120.2445
臺中市和平區,白冷,C1F9C,24.1828,120.9299
屏東縣滿州鄉,檳榔,C0R28,22.0760,120.8368
嘉義市東區,嘉義市東區,C0M73,23.477199,120.464894
臺中市和平區,松鶴,swc13,24.1797596,120.977402
屏東縣內埔鄉,三地門,C0R15,22.7099,120.6399
屏東縣枋寮鄉,枋寮,C0R38,22.3694,120.5896
臺南市西港區,西港,C0X14,23.1256,120.2031
南投縣國姓鄉,九份二山,C1I23,23.9620,120.8453
臺中市和平區,上谷關,C1F87,24.2035,121.0186
彰化縣埔鹽鄉,埔鹽,C0G80,24.0004,120.4317
苗栗縣公館鄉,公館,C1E77,24.5269,120.8308
嘉義縣梅山鄉,嘉義梅山,C0M77,23.5854,120.5556
臺南市仁德區,仁德,C0X16,22.9683,120.2577
臺南市中西區,臺南,46741,22.9932,120.2048
屏東縣瑪家鄉,佳義國小,81R64,22.6899048,120.637503
南投縣草屯鎮,雙冬,C1H94,23.9674,120.8022
新竹縣湖口鄉,湖口,C0D65,24.9048,121.0436
屏東縣春日鄉,力里,C1R25,22.4281,120.6292
臺南市東山區,東原,C1X04,23.2916,120.4638
臺中市東勢區,伯公龍,C1F9F,24.2724,120.8490
高雄市六龜區,六龜,C0V80,22.9979,120.6336
雲林縣大埤鄉,大埤,C0K45,23.6461,120.4315
臺南市大內區,大內,C0O86,23.1201,120.3615
臺東縣東河鄉,都蘭,C1S63,22.8784,121.2280
臺中市后里區,后里,C0F9L,24.3104,120.7297
高雄市桃源區,梅山(2,01V06,23.1593039,120.7641447
屏東縣高樹鄉,新豐(1,01r45,22.8630615,120.6340755
高雄市前鎮區,高雄,46744,22.5660,120.3157
彰化縣竹塘鄉,竹塘,C0G75,23.8466,120.3825
新竹市北區,成德中學,O1D59,24.7909395,120.9533445
臺中市東勢區,慶福山,C1F9G,24.1809,120.8484
臺南市南化區,羌黃坑,88O95,23.07532764999999,120.534218
臺南市鹽水區,鹽水,C0X23,23.2726,120.2476
臺東縣延平鄉,武陵,01S13,22.9691536,121.114524
臺東縣卑南鄉,初鹿國中,81S89,22.8499681,121.092177
臺東縣卑南鄉,知本,C0S70,22.6849,121.0056
彰化縣二林鎮,萬興(2,01G24,23.9548156,120.4158476
雲林縣林內鄉,林內(1,01J93,23.7584632,120.6162559
南投縣國姓鄉,長福,C1H92,24.1020,120.8799
臺東縣臺東市,臺東(7,01S61,22.7554613,121.1503529
屏東縣牡丹鄉,石門,01Q87,22.1271116,120.772506
臺南市白河區,六溪,01O08,23.3127328,120.4779473
臺南市南化區,北寮,C0O83,23.0796,120.4950
臺中市東勢區,東勢,C0F85,24.2464,120.8330
臺南市麻豆區,麻豆,C0X12,23.1833,120.2486
苗栗縣通霄鎮,大坪頂,01E33,24.535677,120.802449
臺東縣海端鄉,新武(3,01S44,23.117132,121.1690702
高雄市杉林區,月眉,C0V26,22.9712,120.5395
屏東縣屏東市,屏東(5,00Q07,22.6637402,120.4856115
高雄市內門區,溝坪,O1V81,23.0061428,120.5047362
屏東縣恆春鎮,墾雷,46779,21.9483307,120.7797516
臺東縣鹿野鄉,加拿國小,81S90,23.000988,121.1306763
彰化縣伸港鄉,伸港,C0G89,24.1489,120.4844
南投縣中寮鄉,中寮,C0H95,23.8844,120.7664
嘉義縣太保市,太保,C0M68,23.4551,120.3315
臺南市安定區,安定,C0X15,23.1026,120.2278
臺南市玉井區,玉井,C0O93,23.1260,120.4606
臺東縣關山鎮,電光,01S86,23.006093,121.172946
屏東縣麟洛鄉,麟洛,C0R57,22.6573,120.5518
臺東縣海端鄉,下馬,C1S66,23.1502,121.0700
嘉義縣溪口鄉,溪口,C0M66,23.6041,120.4036
臺東縣鹿野鄉,鹿鳴橋,00S12,22.89394,121.0950417
屏東縣來義鄉,南和,01Q36,22.46275105,120.65603995
嘉義縣義竹鄉,東後寮,C0M52,23.3699,120.2481
臺南市大內區,環湖,C1O85,23.1486,120.4186
屏東縣南州鄉,南州,C0R58,22.4926,120.5165
臺南市山上區,山上,C0X18,23.0757,120.3633
屏東縣潮州鎮,泗林,01R44,22.5386812,120.590396
高雄市內門區,木柵,01P19,22.97671465,120.468625
臺東縣海端鄉,摩天,C1S67,23.1995,121.0270
臺中市太平區,頭汴坑,01F68,24.1232624,120.7514438
屏東縣屏東市,屏東,C0R17,22.6603,120.4941
臺東縣卑南鄉,利吉國小,O1S65,22.838407,121.138166
金門縣,金門(合,A0W03,24.4494594,118.3855216
臺東縣海端鄉,紅石,C0S76,23.0691,121.1262
屏東縣恆春鎮,墾丁,C0R36,21.9456,120.8022
高雄市彌陀區,彌陀,C0V65,22.7838,120.2464
屏東縣佳冬鄉,佳冬,C0R54,22.4195,120.5524
屏東縣牡丹鄉,牡丹池山,C0R42,22.1678,120.8406
臺東縣太麻里鄉,太麻里,C0S69,22.6090,120.9853
南投縣國姓鄉,水長流,C1I19,24.0618,120.8605
雲林縣古坑鄉,古坑,C0K49,23.6543,120.5598
臺南市善化區,善化,C0O90,23.1129,120.2972
屏東縣東港鎮,東港,C0R43,22.4649,120.4417
臺中市外埔區,外埔,C0F9Q,24.3478,120.7057
高雄市鼓山區,鼓山,C0V69,22.6233,120.2756
臺南市左鎮區,左鎮,C0X20,23.0568,120.4085
高雄市內門區,內門,C0V36,22.9755,120.4668
臺東縣卑南鄉,射馬干,swc09,22.737492,121.025192
屏東縣高樹鄉,高樹,C0R47,22.8264,120.6008
臺南市白河區,關子嶺,C0X24,23.3314,120.5077
高雄市桃源區,梅山,C1V20,23.2684,120.8236
屏東縣三地門鄉,口社,C1R11,22.7701,120.6452
屏東縣牡丹鄉,旭海,C1R30,22.1947,120.8877
臺東縣太麻里鄉,華源,C1S80,22.6579,121.0233
臺中市新社區,新社,C0F9V,24.2002,120.8158
南投縣集集鎮,集集,C1I17,23.8264,120.7750
臺中市龍井區,龍井,C0F9R,24.1845,120.5290
屏東縣崁頂鄉,崁頂,C0R52,22.5148,120.5069
高雄市甲仙區,甲仙,C0V25,23.0801,120.5918
屏東縣枋山鄉,楓港,C0R40,22.1902,120.6927
高雄市永安區,永安,C0V62,22.8232,120.2369
臺南市佳里區,佳里,C0X08,23.1730,120.1451
臺東縣太麻里鄉,大溪山,C0S77,22.4785,120.9433
屏東縣九如鄉,九如,C0R49,22.7405,120.4905
臺南市下營區,下營,C0X06,23.2270,120.2563
屏東縣恆春鎮,貓鼻頭,C0R35,21.9217,120.7358
臺東縣卑南鄉,利嘉,C1S86,22.8094,121.0505
臺東縣鹿野鄉,鹿野,C0S71,22.9170,121.1228
苗栗縣苑裡鎮,苑裡,C0E83,24.4397,120.6531
屏東縣新埤鄉,新埤,C0R55,22.4679,120.5829
臺東縣達仁鄉,壽卡,C1S88,22.2389,120.8589
臺東縣達仁鄉,南田,C0S84,22.2797,120.8892
屏東縣滿州鄉,佳樂水,C0R37,21.9920,120.8446
高雄市美濃區,吉東,C1V57,22.8412,120.5572
雲林縣台西鄉,臺西,C0K53,23.7015,120.1976
屏東縣內埔鄉,龍泉,C1R20,22.6671,120.6020
高雄市林園區,林園,C0V72,22.5077,120.3945
臺南市永康區,永康,46742,23.0384,120.2367
屏東縣潮州鎮,潮州,C0R22,22.5344,120.5400
高雄市杉林區,集來,88V56,23.0225737,120.5615481
臺東縣金峰鄉,金峰,C1S82,22.5910,120.9332
苗栗縣大湖鄉,新開,C1E51,24.3477,120.8270
臺中市大肚區,大肚,C0F00,24.1530,120.5721
南投縣名間鄉,埔中,C1I28,23.8208,120.6426
花蓮縣秀林鄉,合歡山莊,A0Z08,24.146224,121.284861
嘉義縣鹿草鄉,鹿草,C0M78,23.4113,120.3084
高雄市桃源區,排雲,C1V17,23.4636,120.9541
臺南市新化區,虎頭埤,C0O97,23.0214,120.3479
嘉義縣朴子市,朴子,C0M65,23.4348,120.2684
臺南市北區,臺南市北區,C0X10,23.0104,120.1942
屏東縣春日鄉,春日,C0R26,22.3704,120.6283
臺中市東勢區,新伯公,C1F91,24.2214,120.8411
臺北市內湖區,金面,A1AG8,25.0935059,121.5707321
連江縣南竿鄉,馬祖,46799,26.1693,119.9234
苗栗縣三義鄉,三義(2,01E29,24.4123873,120.7712631
臺南市安南區,安南,C0O95,23.0767,120.1449
雲林縣崙背鄉,崙背,C1K25,23.7556,120.3189
雲林縣北港鎮,北港(2,00J81,23.5641663,120.2861111
高雄市美濃區,美濃(2,01P77,22.8928565,120.5126175
高雄市左營區,左營,C0V43,22.6779,120.2937
嘉義縣竹崎鄉,沙坑,01L49,23.5302406,120.519588
臺南市七股區,七股站,46778,23.1470,120.0862
雲林縣四湖鄉,四湖,C0K28,23.6304,120.2271
苗栗縣卓蘭鎮,卓蘭,C0E79,24.3128,120.8248
嘉義縣六腳鄉,六腳,C0M74,23.4929,120.2906
臺南市官田區,官田,C0X13,23.1932,120.3154
臺東縣大武鄉,愛國埔分校,81S88,22.457731,120.922241
臺南市歸仁區,媽廟,C0O99,22.9918,120.2935
高雄市田寮區,古亭坑,01P28,22.8939506,120.403251
彰化縣溪湖鎮,溪湖,C0G66,23.9484,120.4791
彰化縣芳苑鄉,芳苑,C0G87,23.9223,120.3200
高雄市梓官區,梓官,C0V61,22.7606,120.2672
雲林縣褒忠鄉,褒忠(2,01K06,23.7014556,120.3112941
彰化縣鹿港鎮,頭汴,01G09,24.0852581,120.4840773
雲林縣元長鄉,元長,C0K50,23.6498,120.3150
雲林縣北港鎮,北港,C0K41,23.5740,120.2928
臺南市南區,臺南市南區,C0X11,22.9612,120.1884
臺中市南屯區,南屯,C0F9U,24.1370,120.6380
臺南市新化區,虎頭埤,01O71,23.027082,120.339961
雲林縣西螺鎮,西螺,C0K42,23.8004,120.4674
彰化縣埤頭鄉,埤頭,C0G83,23.8660,120.4528
雲林縣西螺鎮,西螺(2,01J10,23.7976126,120.461016
屏東縣林邊鄉,林邊,C0R53,22.4308,120.5100
苗栗縣造橋鄉,大潭,01E39,24.6338063,120.82387175
臺東縣延平鄉,上里,01S57,22.970273,121.1177396
雲林縣斗南鎮,斗南,C0K46,23.6787,120.4784
高雄市新興區,新興,C0V49,22.6274,120.2988
臺南市白河區,關子嶺(2,01O07,23.339768,120.499829
臺北市松山區,民生國中,A1A9Y,25.0597519,121.5667174
南投縣草屯鎮,草屯,C0H96,23.9737,120.6809
彰化縣花壇鄉,花壇,C0G79,24.0161,120.5523
南投縣草屯鎮,草屯(4,01H63,23.98454235,120.69463365
臺中市大甲區,大甲,C0F93,24.3477,120.6404
苗栗縣後龍鎮,南勢山,01E31,24.5720736,120.727653
宜蘭縣南澳鄉,金岳國小,81U86,24.470918,121.776859
臺南市新市區,新市,C0O98,23.0616,120.2982
雲林縣褒忠鄉,褒忠,C0K43,23.6909,120.3036
高雄市旗山區,旗山(4,00P47,22.8879386,120.4830888
臺北市北投區,油坑,A1AD4,25.1767787,121.5466928
臺中市豐原區,豐原,C0F9M,24.2543,120.7207
高雄市橋頭區,橋頭,C0V76,22.7578,120.3058
嘉義縣大林鎮,中坑(3,01L91,23.5800026,120.493073
高雄市桃源區,天池,01V07,23.280216,120.918897
臺北市士林區,陽明高中,A1A9W,25.092376,121.517963
澎湖縣白沙鄉,吉貝,A0W08,23.7447222,119.6083333
雲林縣口湖鄉,宜梧,C0K29,23.5363,120.1693
南投縣信義鄉,望鄉,01H39,23.5990161,120.88414
屏東縣牡丹鄉,石門山,C1R29,22.1126,120.7566
臺中市東勢區,卓蘭(2,01E23,24.3060097,120.8306391
臺南市龍崎區,崎頂,C0O96,22.9595,120.3693
彰化縣大城鄉,大城,C0G74,23.8525,120.3209
高雄市燕巢區,金山,01P39,22.811305,120.398148
彰化縣溪州鄉,溪州,C0G72,23.8516,120.4991
彰化縣二水鄉,二水,C0G88,23.8107,120.6173
屏東縣萬丹鄉,萬丹,C0R51,22.5878,120.4904
屏東縣恆春鎮,恆春,46759,22.0039,120.7463
嘉義縣東石鄉,東石,C0M71,23.4589,120.1539
臺南市安平區,安平,C0X19,22.9932,120.1522
臺東縣太麻里鄉,金針山,O1S68,22.6392809,120.97613
臺北市中正區,中正國中,A1A9Z,25.032324,121.52201
彰化縣溪州鄉,下水埔,C1G69,23.8161,120.5676
彰化縣北斗鎮,北斗,C0G84,23.8776,120.5142
屏東縣里港鄉,里港,C0R59,22.8002,120.4966
臺中市和平區,八仙山(1,01F10,24.1922492,121.0146197
雲林縣東勢鄉,雲林東勢,C0K52,23.6744,120.1548
臺中市神岡區,神岡,C0F9I,24.2725,120.6583
高雄市旗津區,旗津,C0V50,22.5886,120.2859
新北市新店區,精忠站,81AH4,24.970336,121.256034
高雄市大樹區,溪埔,C0V35,22.7386,120.4468
高雄市苓雅區,苓雅,C0V71,22.6227,120.3307
臺南市南化區,大竹坑,O1N1A,23.1399456,120.574227
澎湖縣望安鄉,東吉島,46730,23.2570,119.6675
宜蘭縣大同鄉,樂水分校,81U87,24.60036,121.5295954
臺中市,臺中,46749,24.1457,120.6841
臺北市內湖區,東湖國小,A1AA5,25.068675,121.615663
彰化縣員林鎮,員林,C0G65,23.9465,120.5856
高雄市楠梓區,楠梓,C0V67,22.7198,120.2860
澎湖縣望安鄉,望安,01W01,23.3728659,119.5114597
臺中市北屯區,大坑,C0F97,24.1731,120.7223
高雄市田寮區,古亭坑,C0V37,22.8932,120.4019
臺東縣卑南鄉,知本(5,01S21,22.6923457,121.0139579
臺南市歸仁區,沙崙,C1N00,22.9355,120.3094
南投縣集集鎮,集集(2,00H71,23.8308649,120.7830228
高雄市阿蓮區,阿蓮(2,01P50,22.8830607,120.3272952
臺北市士林區,至善國中,A1AA3,25.1034593,121.5549798
高雄市大社區,大社,C0V77,22.7303,120.3466
彰化縣二林鎮,二林,C0G73,23.9033,120.3761
高雄市茄萣區,茄萣,C0V63,22.9066,120.1826
高雄市小港區,鳳森,C0V45,22.5451,120.3926
臺中市大雅區,橫山,C0F9X,24.2102056,120.631089
彰化縣田中鎮,田中,C0G85,23.8568,120.5883
臺北市北投區,湖田國小,A1A9S,25.1684992,121.5388379
臺中市太平區,中竹林,C0F9A,24.1036,120.7511
臺中市和平區,雪嶺,01F35,24.2745407,121.1581499
苗栗縣後龍鎮,南勢,C1E60,24.5725,120.7348
雲林縣斗六市,斗六,C0K40,23.7206,120.5411
雲林縣麥寮鄉,麥寮,A0K42,23.753833,120.251645
臺北市南港區,舊莊國小,A1AA7,25.0402906,121.6194992
高雄市鳳山區,鳳山,C0V44,22.6467,120.3561
臺中市烏日區,烏日,C0F9S,24.1071,120.6241
臺南市東山區,東原,01O19,23.2660286,120.444008
屏東縣萬丹鄉,新庄國小,O1R62,22.561984,120.480591
彰化縣埔心鄉,埔心,C0G81,23.9476,120.5255
臺南市學甲區,學甲,C0X22,23.2304,120.1822
臺中市石岡區,石岡,C0F92,24.2801,120.7703
臺中市梧棲區,梧棲,46777,24.2560,120.5234
高雄市燕巢區,尖山,C1V39,22.8132,120.3678
臺中市潭子區,潭子,C0F9O,24.2131,120.7039
高雄市仁武區,仁武,C0V68,22.7011,120.3477
臺南市南化區,南化(2,01N85,23.0429831,120.477762
金門縣金城鎮,金門,46711,24.4073,118.2893
彰化縣芬園鄉,芬園,C0G62,24.0157,120.6213
臺東縣達仁鄉,土?,C1S62,22.4531,120.8876
臺東縣大武鄉,大武,46754,22.3557,120.9038
高雄市美濃區,美濃,C0V31,22.8987,120.5192
屏東縣琉球鄉,琉球嶼,C0R27,22.3322,120.3622
高雄市甲仙區,甲仙(2,01P66,23.0840153,120.5877105
高雄市燕巢區,阿公店,C0V40,22.8042,120.3555
臺中市大安區,大安,C0F9K,24.3451,120.5880
高雄市岡山區,岡山,C0V66,22.7552,120.2977
雲林縣虎尾鎮,虎尾,C0K33,23.7192,120.4420
嘉義縣中埔鄉,中埔,C0M64,23.4254,120.5229
苗栗縣竹南鎮,大埔,01E12,24.69428485,120.88183785
屏東縣車城鄉,車城,C1R32,22.0744,120.7162
臺東縣太麻里鄉,金崙,C0S79,22.5381,120.9669
臺北市士林區,格致國中,A1AA1,25.1308499,121.546354
彰化縣彰化市,彰化,C1G63,24.0791,120.5547
彰化縣社頭鄉,社頭,C0G86,23.8976,120.5862
臺中市霧峰區,桐林,C1F9B,24.0662,120.7352
雲林縣水林鄉,水林,C0K51,23.5729,120.2460
臺中市西屯區,西屯,C0F9T,24.1795,120.6413
彰化縣田尾鄉,田尾,C0G82,23.9017,120.5094
臺南市關廟區,關廟,C0X17,22.9630,120.3278
臺東縣卑南鄉,南鵝,01S56,21.9022789,120.8526645
澎湖縣馬公市,澎湖,46735,23.5655,119.5631
嘉義縣大林鎮,大林,C0M67,23.6006,120.4584
臺東縣大武鄉,大鳥,88S67,22.3849106,120.909257
屏東縣三地門鄉,古夏,01Q61,22.78656425,120.70059055
臺北市信義區,留公國中,A1AA6,25.0370881,121.585339
臺中市清水區,清水,C0F9P,24.3123,120.5622
高雄市三民區,三民,C0V70,22.6450,120.3112
臺南市龍崎區,崎頂,01N86,22.9560606,120.376699
南投縣南投市,六分寮,C1H97,23.9250,120.6380
彰化縣秀水鄉,秀水,C0G78,24.0341,120.5039
高雄市大寮區,大寮,C0V73,22.6100,120.4320
南投縣南投市,六分寮,01H59,23.9291546,120.635594
臺中市和平區,雙崎(2,00F39,24.2920214,120.9092535
桃園市復興區,拉拉山,A0C54,24.679774,121.383921
高雄市東沙島,東沙,46810,20.7033664,116.9057263
新竹縣五峰鄉,五峰國小,81D60,24.6314754,121.1180649
南投縣信義鄉,西巒,01H47,23.6953836,120.944673
高雄市阿蓮區,阿蓮,C0V53,22.8832,120.3275
新北市林口區,林口,C0A71,25.0764,121.3782
